Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
LAUREL (Laurus nobilis L.),,Spices & Condiments,nonane,Hydrocarbons,<10000,<10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,decane,Hydrocarbons,10000,50000
LAUREL (Laurus nobilis L.),,Spices & Condiments,undecane,Hydrocarbons,<10000,<10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,tridecane,Hydrocarbons,<10000,<10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,tetradecane,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,hexadecane,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,(Z)-β-ocimene,Hydrocarbons,trace,trace
LAUREL (Laurus nobilis L.),,Spices & Condiments,(E)-β-ocimene,Hydrocarbons,trace,trace
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-myrcene (=myrcene),Hydrocarbons,2600,13500
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-phellandrene,Hydrocarbons,<100,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-phellandrene,Hydrocarbons,7000,7000
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-terpinene,Hydrocarbons,2300,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,γ-terpinene,Hydrocarbons,1700,16800
LAUREL (Laurus nobilis L.),,Spices & Condiments,terpinolene,Hydrocarbons,600,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,limonene,Hydrocarbons,<100,40000
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-sesquiphellandrene,Hydrocarbons,<100,3700
LAUREL (Laurus nobilis L.),,Spices & Condiments,bicyclosesquiphellandrene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,1-epibicyclosesquiphellandrene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-elemene,Hydrocarbons,400,50000
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-bisabolene,Hydrocarbons,<100,3800
LAUREL (Laurus nobilis L.),,Spices & Condiments,cis-α-bisabolene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-bisabolene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,germacrene D,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-humulene (=humulene),Hydrocarbons,<100,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-humulene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-pinene,Hydrocarbons,10000,120000
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-pinene,Hydrocarbons,10100,60000
LAUREL (Laurus nobilis L.),,Spices & Condiments,camphene,Hydrocarbons,400,20000
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-thujene,Hydrocarbons,600,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,sabinene (=4(10)-thujene),Hydrocarbons,21100,87600
LAUREL (Laurus nobilis L.),,Spices & Condiments,3-carene,Hydrocarbons,trace,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-amorphene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,γ-cadinene,Hydrocarbons,500,2500
LAUREL (Laurus nobilis L.),,Spices & Condiments,δ-cadinene,Hydrocarbons,100,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-muurolene,Hydrocarbons,2200,12700
LAUREL (Laurus nobilis L.),,Spices & Condiments,γ-muurolene,Hydrocarbons,500,1700
LAUREL (Laurus nobilis L.),,Spices & Condiments,"α-selinene (=5β,7α,10α-selina-3,11-diene)",Hydrocarbons,600,600
LAUREL (Laurus nobilis L.),,Spices & Condiments,"β-selinene (=4(14),11-selinadiene)",Hydrocarbons,100,1400
LAUREL (Laurus nobilis L.),,Spices & Condiments,δ-selinene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-guaiene,Hydrocarbons,<100,10000
LAUREL (Laurus nobilis L.),,Spices & Condiments,bicyclogermacrene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-caryophyllene,Hydrocarbons,1100,50000
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-cubebene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-cubebene,Hydrocarbons,300,300
LAUREL (Laurus nobilis L.),,Spices & Condiments,cubebene (unkn.str.),Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-copaene (=copaene),Hydrocarbons,300,300
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-ylangene (=ylangene),Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,β-bourbonene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,alloaromadendrene,Hydrocarbons,8000,8000
LAUREL (Laurus nobilis L.),,Spices & Condiments,α-gurjunene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,(+)-cyclosativene,Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,methylbenzene (=toluene),Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,"1,2-dimethylbenzene (=o-xylene)",Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,<100,25000
LAUREL (Laurus nobilis L.),,Spices & Condiments,calamenene,Hydrocarbons,200,200
LAUREL (Laurus nobilis L.),,Spices & Condiments,viridiflorene (=ledene),Hydrocarbons,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,methanol,Alcohols,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,ethanol,Alcohols,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,2-methyl-1-propanol (=isobutanol),Alcohols,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,1-butanol,Alcohols,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,2100,2100
LAUREL (Laurus nobilis L.),,Spices & Condiments,1-pentanol (=amyl alcohol),Alcohols,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,1-penten-3-ol,Alcohols,,
LAUREL (Laurus nobilis L.),,Spices & Condiments,1-hexanol,Alcohols,,
