Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
DATE (Phoenix dactylifera L.),,Fruits,undecane,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,dodecane,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,tridecane,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,1-tridecene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,(Z)-2-tridecene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,(E)-2-tridecene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,tetradecane,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,1-tetradecene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,pentadecane,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,1-pentadecene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,hexadecane,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,1-hexadecene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,heptadecane,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,(Z)-β-ocimene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,β-myrcene (=myrcene),Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,α-phellandrene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,α-terpinene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,limonene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,β-elemene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,δ-elemene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,α-pinene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,3-carene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,δ-cadinene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,γ-muurolene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,valencene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,benzene,Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,"1,3-dimethylbenzene (=m-xylene)",Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
DATE (Phoenix dactylifera L.),,Fruits,ethanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,2-propanol (=isopropyl alcohol),Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,2-methyl-1-propanol (=isobutanol),Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,"1,3-butanediol",Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,"2,3-butanediol (=2,3-butylene glycol)",Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-pentanol (=amyl alcohol),Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,3-methyl-2-pentanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-hexanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,3-hexanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-octanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,2-octanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,3-octanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,2-octen-1-ol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-octen-3-ol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-nonanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,2-nonanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,3-nonanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-nonen-3-ol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-dodecanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,1-tridecanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,citronellol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,geraniol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,nerol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,linalool,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,(Z)-nerolidol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,cyclobutanol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,benzyl alcohol (=benzenemethanol),Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,2-phenylethanol (=phenethyl alcohol),Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,α-terpineol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,4-terpineol (=terpinen-4-ol),Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,dihydrocarveol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,"carveol (=p-1(6),8-menthadien-2-ol)",Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,elemol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,isopinocampheol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,borneol,Alcohols,,
DATE (Phoenix dactylifera L.),,Fruits,acetaldehyde (=ethanal),"Carbonyls, aldehydes",,
DATE (Phoenix dactylifera L.),,Fruits,propanal (=propionaldehyde),"Carbonyls, aldehydes",,
DATE (Phoenix dactylifera L.),,Fruits,2-butenal (=crotonaldehyde),"Carbonyls, aldehydes",,
DATE (Phoenix dactylifera L.),,Fruits,2-methylbutanal (=α-methylbutanal),"Carbonyls, aldehydes",,
DATE (Phoenix dactylifera L.),,Fruits,3-hydroxybutanal,"Carbonyls, aldehydes",,
DATE (Phoenix dactylifera L.),,Fruits,pentanal (=valeraldehyde),"Carbonyls, aldehydes",,
