Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
SCALLOP,,Seafood,hexane,Hydrocarbons,,
SCALLOP,,Seafood,heptane,Hydrocarbons,,
SCALLOP,,Seafood,octane,Hydrocarbons,,
SCALLOP,,Seafood,2-octene,Hydrocarbons,,
SCALLOP,,Seafood,nonane,Hydrocarbons,,
SCALLOP,,Seafood,undecane,Hydrocarbons,,
SCALLOP,,Seafood,dodecane,Hydrocarbons,,
SCALLOP,,Seafood,methylcyclopentane,Hydrocarbons,,
SCALLOP,,Seafood,cyclohexane,Hydrocarbons,,
SCALLOP,,Seafood,pinene (unkn.str.),Hydrocarbons,,
SCALLOP,,Seafood,benzene,Hydrocarbons,,
SCALLOP,,Seafood,methylbenzene (=toluene),Hydrocarbons,,
SCALLOP,,Seafood,propylbenzene,Hydrocarbons,,
SCALLOP,,Seafood,"1,2-dimethylbenzene (=o-xylene)",Hydrocarbons,,
SCALLOP,,Seafood,"1,3-dimethylbenzene (=m-xylene)",Hydrocarbons,,
SCALLOP,,Seafood,dimethylbenzene (unkn.str.) (=xylene (unkn.str.)),Hydrocarbons,,
SCALLOP,,Seafood,ethanol,Alcohols,,
SCALLOP,,Seafood,2-methyl-1-butanol (=active amyl alcohol),Alcohols,,
SCALLOP,,Seafood,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,,
SCALLOP,,Seafood,1-pentanol (=amyl alcohol),Alcohols,,
SCALLOP,,Seafood,3-pentanol,Alcohols,,
SCALLOP,,Seafood,1-penten-3-ol,Alcohols,,
SCALLOP,,Seafood,1-hexen-3-ol,Alcohols,,
SCALLOP,,Seafood,1-octen-3-ol,Alcohols,,
SCALLOP,,Seafood,"1,5-octadien-3-ol",Alcohols,,
SCALLOP,,Seafood,1-decanol,Alcohols,,
SCALLOP,,Seafood,acetaldehyde (=ethanal),"Carbonyls, aldehydes",,
SCALLOP,,Seafood,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",,
SCALLOP,,Seafood,2-methylbutanal (=α-methylbutanal),"Carbonyls, aldehydes",,
SCALLOP,,Seafood,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
SCALLOP,,Seafood,2-ethylbutanal,"Carbonyls, aldehydes",,
SCALLOP,,Seafood,pentanal (=valeraldehyde),"Carbonyls, aldehydes",,
SCALLOP,,Seafood,hexanal (=capronaldehyde),"Carbonyls, aldehydes",,
SCALLOP,,Seafood,"2,4-hexadienal","Carbonyls, aldehydes",,
SCALLOP,,Seafood,2-ethylhexanal,"Carbonyls, aldehydes",,
SCALLOP,,Seafood,heptanal,"Carbonyls, aldehydes",,
SCALLOP,,Seafood,"2,4-heptadienal","Carbonyls, aldehydes",,
SCALLOP,,Seafood,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",,
SCALLOP,,Seafood,decanal (=capraldehyde),"Carbonyls, aldehydes",,
SCALLOP,,Seafood,dodecanal,"Carbonyls, aldehydes",,
SCALLOP,,Seafood,tetradecanal,"Carbonyls, aldehydes",,
SCALLOP,,Seafood,hexadecanal,"Carbonyls, aldehydes",,
SCALLOP,,Seafood,benzaldehyde,"Carbonyls, aldehydes",,
SCALLOP,,Seafood,"acetone (=2-propanone, dimethyl ketone)","Carbonyls, ketones",,
SCALLOP,,Seafood,"1-hydroxy-2-propanone (=acetol, pyruvic alcohol)","Carbonyls, ketones",,
SCALLOP,,Seafood,2-butanone (=ethyl methyl ketone),"Carbonyls, ketones",,
SCALLOP,,Seafood,3-hydroxy-2-butanone (=acetoin),"Carbonyls, ketones",,
SCALLOP,,Seafood,"2,3-butanedione (=diacetyl)","Carbonyls, ketones",,
SCALLOP,,Seafood,"2,3-pentanedione (=acetylpropionyl)","Carbonyls, ketones",,
SCALLOP,,Seafood,2-nonanone,"Carbonyls, ketones",,
SCALLOP,,Seafood,acetophenone (=1-phenylethanone),"Carbonyls, ketones",,
SCALLOP,,Seafood,acetic acid,Acids,,
SCALLOP,,Seafood,propanoic acid (=propionic acid),Acids,,
SCALLOP,,Seafood,2-methylpropanoic acid (=isobutyric acid),Acids,,
SCALLOP,,Seafood,butanoic acid (=butyric acid),Acids,,
SCALLOP,,Seafood,2-methylbutanoic acid,Acids,,
SCALLOP,,Seafood,pentanoic acid (=valeric acid),Acids,,
SCALLOP,,Seafood,hexanoic acid (=caproic acid),Acids,,
SCALLOP,,Seafood,heptanoic acid (=enanthic acid),Acids,,
SCALLOP,,Seafood,octanoic acid (=caprylic acid),Acids,,
SCALLOP,,Seafood,nonanoic acid (=pelargonic acid),Acids,,
SCALLOP,,Seafood,decanoic acid (=capric acid),Acids,,
SCALLOP,,Seafood,decenoic acid (unkn.str.),Acids,,
SCALLOP,,Seafood,undecanoic acid,Acids,,
SCALLOP,,Seafood,dodecanoic acid (=lauric acid),Acids,,
SCALLOP,,Seafood,tetradecanoic acid (=myristic acid),Acids,,
SCALLOP,,Seafood,hexadecanoic acid (=palmitic acid),Acids,,
SCALLOP,,Seafood,"4-hydroxybutanoic acid lactone (=dihydro-2(3H)-furanone, 4-butanolide, γ-butyrolactone)",Lactones,,
SCALLOP,,Seafood,trimethylamine,Bases,,
SCALLOP,,Seafood,1-methylpyrrole,Bases,,
SCALLOP,,Seafood,2-acetylpyrrole (=methyl 2-pyrrolyl ketone),Bases,,
SCALLOP,,Seafood,pyridine,Bases,,
SCALLOP,,Seafood,pyrazine,Bases,,
SCALLOP,,Seafood,"2,3-dimethylpyrazine",Bases,,
SCALLOP,,Seafood,"2,6-dimethylpyrazine",Bases,,
SCALLOP,,Seafood,trimethylpyrazine,Bases,,
SCALLOP,,Seafood,tetramethylpyrazine,Bases,,
SCALLOP,,Seafood,acetylpyrazine,Bases,,
SCALLOP,,Seafood,2-acetyl-3-methylpyrazine,Bases,,
SCALLOP,,Seafood,methanethiol (=methyl mercaptan),Sulfur compounds,,
SCALLOP,,Seafood,"dimethyl sulfide (=thiobismethane, methylthiomethane, methyl sulfide)",Sulfur compounds,,
SCALLOP,,Seafood,dimethyl disulfide (=methyldithiomethane),Sulfur compounds,,
SCALLOP,,Seafood,"dimethyl trisulfide (=2,3,4-trithiapentane, methyltrithiomethane)",Sulfur compounds,,
SCALLOP,,Seafood,3-(methylthio)propanal (=methional),Sulfur compounds,,
SCALLOP,,Seafood,"4,5-dimethylthiazole",Sulfur compounds,,
SQUID,,Seafood,pentadecane,Hydrocarbons,,
SQUID,,Seafood,2-(dimethylamino)ethanol,Alcohols,,
SQUID,,Seafood,acetaldehyde (=ethanal),"Carbonyls, aldehydes",,
SQUID,,Seafood,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",,
SQUID,,Seafood,2-methylbutanal (=α-methylbutanal),"Carbonyls, aldehydes",,
SQUID,,Seafood,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
SQUID,,Seafood,2-butanone (=ethyl methyl ketone),"Carbonyls, ketones",,
SQUID,,Seafood,2-hexadecanone,"Carbonyls, ketones",,
SQUID,,Seafood,tetradecanoic acid (=myristic acid),Acids,,
SQUID,,Seafood,pentadecanoic acid,Acids,,
SQUID,,Seafood,hexadecanoic acid (=palmitic acid),Acids,,
SQUID,,Seafood,"methyl N,N-dimethylglycinate",Esters,,
SQUID,,Seafood,methyl tetradecanoate (=methyl myristate),Esters,,
SQUID,,Seafood,methyl pentadecanoate,Esters,,
SQUID,,Seafood,methyl hexadecanoate (=methyl palmitate),Esters,,
SQUID,,Seafood,methyl octadecanoate (=methyl stearate),Esters,,
SQUID,,Seafood,"4-hydroxybutanoic acid lactone (=dihydro-2(3H)-furanone, 4-butanolide, γ-butyrolactone)",Lactones,,
SQUID,,Seafood,dimethylamine,Bases,11.6,1200
SQUID,,Seafood,trimethylamine,Bases,4.6,2120
SQUID,,Seafood,trimethylamine oxide,Bases,43200,43200
SQUID,,Seafood,N-(2-methyl-1-propenyl)- (2-methylpropylidene)amine,Bases,,
SQUID,,Seafood,"1,4-butanediamine (=putrescine)",Bases,5.23,8.75
SQUID,,Seafood,"1,5-pentanediamine (=cadaverine)",Bases,4.1,5.4
SQUID,,Seafood,"N,N'-bis(3-aminopropyl)-1,4-butanediamine (=spermine)",Bases,5.57,6.11
SQUID,,Seafood,2-(4-hydroxyphenyl)ethylamine (=tyramine),Bases,2.61,2.99
SQUID,,Seafood,(4-aminobutyl)guanidine (=agmatine),Bases,5.2,7.06
SQUID,,Seafood,histamine,Bases,0,1.29
SQUID,,Seafood,1-methylpyrrolidine,Bases,,
SQUID,,Seafood,1-butylpyrrolidine,Bases,,
SQUID,,Seafood,1-acetylpyrrolidine,Bases,,
SQUID,,Seafood,1-pyrroline,Bases,,
SQUID,,Seafood,pyrrole,Bases,,
SQUID,,Seafood,1-methylpyrrole,Bases,,
SQUID,,Seafood,2-methylpyrrole,Bases,,
