Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
MELON,,Fruits,ethene (=ethylene),Hydrocarbons,,
MELON,,Fruits,pentadecane,Hydrocarbons,,
MELON,,Fruits,1-pentadecene,Hydrocarbons,,
MELON,,Fruits,hexadecane,Hydrocarbons,,
MELON,,Fruits,heptadecane,Hydrocarbons,,
MELON,,Fruits,octadecane,Hydrocarbons,,
MELON,,Fruits,nonadecane,Hydrocarbons,,
MELON,,Fruits,heneicosane,Hydrocarbons,,
MELON,,Fruits,γ-terpinene,Hydrocarbons,,
MELON,,Fruits,limonene,Hydrocarbons,,
MELON,,Fruits,β-pinene,Hydrocarbons,,
MELON,,Fruits,benzene,Hydrocarbons,0.01,0.01
MELON,,Fruits,methanol,Alcohols,,
MELON,,Fruits,ethanol,Alcohols,,
MELON,,Fruits,2-propanol (=isopropyl alcohol),Alcohols,0.02,0.02
MELON,,Fruits,2-methyl-1-propanol (=isobutanol),Alcohols,0.07,0.07
MELON,,Fruits,1-butanol,Alcohols,0.06,0.06
MELON,,Fruits,2-methyl-1-butanol (=active amyl alcohol),Alcohols,0.04,0.04
MELON,,Fruits,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,0.06,0.06
MELON,,Fruits,3-methyl-3-buten-1-ol,Alcohols,0.01,0.01
MELON,,Fruits,"3,3-dimethyl-2-butanol",Alcohols,,
MELON,,Fruits,1-pentanol (=amyl alcohol),Alcohols,0.05,0.05
MELON,,Fruits,2-pentanol,Alcohols,0.01,0.01
MELON,,Fruits,(Z)-2-penten-1-ol,Alcohols,0.7,0.7
MELON,,Fruits,(E)-2-penten-1-ol,Alcohols,0.06,0.06
MELON,,Fruits,1-penten-3-ol,Alcohols,0.46,0.46
MELON,,Fruits,1-hexanol,Alcohols,0.19,0.19
MELON,,Fruits,3-hexanol,Alcohols,,
MELON,,Fruits,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,0.93,0.93
MELON,,Fruits,(E)-3-hexen-1-ol,Alcohols,0.02,0.02
MELON,,Fruits,1-heptanol,Alcohols,0.02,0.02
MELON,,Fruits,1-octanol,Alcohols,0.01,0.01
MELON,,Fruits,(E)-2-octen-1-ol,Alcohols,,
MELON,,Fruits,1-octen-3-ol,Alcohols,,
MELON,,Fruits,1-nonanol,Alcohols,,
MELON,,Fruits,(E)-2-nonen-1-ol,Alcohols,,
MELON,,Fruits,(Z)-3-nonen-1-ol,Alcohols,,
MELON,,Fruits,(Z)-6-nonen-1-ol,Alcohols,0.01,0.01
MELON,,Fruits,1-nonen-4-ol,Alcohols,,
MELON,,Fruits,"(E,Z)-2,6-nonadien-1-ol",Alcohols,,
MELON,,Fruits,"(Z,Z)-3,6-nonadien-1-ol",Alcohols,0.02,0.02
MELON,,Fruits,nonadienol (unkn.str.),Alcohols,,
MELON,,Fruits,1-decanol,Alcohols,,
MELON,,Fruits,1-dodecanol,Alcohols,,
MELON,,Fruits,geraniol,Alcohols,,
MELON,,Fruits,nerolidol,Alcohols,0.02,0.02
MELON,,Fruits,benzyl alcohol (=benzenemethanol),Alcohols,0.2,0.2
MELON,,Fruits,2-phenylethanol (=phenethyl alcohol),Alcohols,0.02,0.02
MELON,,Fruits,phenylpropanol (unkn.str.),Alcohols,,
MELON,,Fruits,3-phenyl-2-propen-1-ol (=cinnamic alcohol),Alcohols,,
MELON,,Fruits,(E)-3-phenyl-2-propen-1-ol (=(E)-cinnamic alcohol),Alcohols,,
MELON,,Fruits,α-terpineol,Alcohols,,
MELON,,Fruits,myrtenol,Alcohols,0.81,0.81
MELON,,Fruits,cis-sabinol (=cis-4(10)-thujenol),Alcohols,0.02,0.02
