Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
,LAMB and MUTTON,Meat & Poultry,hexane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,heptane,Hydrocarbons,<0.05,<0.05
,LAMB and MUTTON,Meat & Poultry,octane,Hydrocarbons,<0.05,<0.05
,LAMB and MUTTON,Meat & Poultry,octane (branched),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,nonane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,decane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,dodecane,Hydrocarbons,trace,0.1
,LAMB and MUTTON,Meat & Poultry,tridecane,Hydrocarbons,trace,0.1
,LAMB and MUTTON,Meat & Poultry,tetradecane,Hydrocarbons,trace,trace
,LAMB and MUTTON,Meat & Poultry,pentadecane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,pentadecane (branched),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,hexadecane,Hydrocarbons,trace,0.9
,LAMB and MUTTON,Meat & Poultry,hexadecane (branched),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,1-phytene,Hydrocarbons,0.5,1.3
,LAMB and MUTTON,Meat & Poultry,2-phytene,Hydrocarbons,0.8,8.6
,LAMB and MUTTON,Meat & Poultry,neophytadiene,Hydrocarbons,0.4,5
,LAMB and MUTTON,Meat & Poultry,heptadecane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,heptadecane (branched),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,octadecane,Hydrocarbons,0.8,1.2
,LAMB and MUTTON,Meat & Poultry,nonadecane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,eicosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,heneicosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,docosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,tricosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,tetracosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,pentacosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,hexacosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,heptacosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,octacosane,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,α-pinene,Hydrocarbons,<0.1,<0.1
,LAMB and MUTTON,Meat & Poultry,benzene,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,methylbenzene (=toluene),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,ethylbenzene (=α-methyltoluene),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,propylbenzene,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,butylbenzene,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,dimethylbenzene (unkn.str.) (=xylene (unkn.str.)),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,"1,2,3-trimethylbenzene (=hemimellitene)",Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,"1,2,4-trimethylbenzene (=pseudocumene)",Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,"1,3,5-trimethylbenzene (=mesitylene)",Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,ethyl-dimethylbenzene (unkn.str.),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,naphthalene,Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,methylnaphthalene (unkn.str.),Hydrocarbons,,
,LAMB and MUTTON,Meat & Poultry,methanol,Alcohols,,
,LAMB and MUTTON,Meat & Poultry,ethanol,Alcohols,,
,LAMB and MUTTON,Meat & Poultry,1-propanol (=propyl alcohol),Alcohols,,
,LAMB and MUTTON,Meat & Poultry,2-propanol (=isopropyl alcohol),Alcohols,,
,LAMB and MUTTON,Meat & Poultry,1-butanol,Alcohols,,
,LAMB and MUTTON,Meat & Poultry,1-pentanol (=amyl alcohol),Alcohols,,
,LAMB and MUTTON,Meat & Poultry,1-hexanol,Alcohols,,
,LAMB and MUTTON,Meat & Poultry,1-heptanol,Alcohols,,
,LAMB and MUTTON,Meat & Poultry,1-octanol,Alcohols,,
,LAMB and MUTTON,Meat & Poultry,1-octen-3-ol,Alcohols,,
,LAMB and MUTTON,Meat & Poultry,"(E)-3,7,11,15-tetramethyl-2-hexadecen-1-ol (=phytol)",Alcohols,trace,0.3
,LAMB and MUTTON,Meat & Poultry,acetaldehyde (=ethanal),"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,2-methylbutanal (=α-methylbutanal),"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,pentanal (=valeraldehyde),"Carbonyls, aldehydes",<0.05,<0.05
,LAMB and MUTTON,Meat & Poultry,2-methyl-2-pentenal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,hexanal (=capronaldehyde),"Carbonyls, aldehydes",0.6,0.8
,LAMB and MUTTON,Meat & Poultry,"2,4-hexadienal","Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,heptanal,"Carbonyls, aldehydes",0.3,1.4
,LAMB and MUTTON,Meat & Poultry,"2,4-heptadienal","Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,octanal (=caprylaldehyde),"Carbonyls, aldehydes",0.2,0.5
,LAMB and MUTTON,Meat & Poultry,2-octenal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",0.4,0.4
,LAMB and MUTTON,Meat & Poultry,2-nonenal,"Carbonyls, aldehydes",0.3,1.1
,LAMB and MUTTON,Meat & Poultry,"2,4-nonadienal","Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,decanal (=capraldehyde),"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,2-decenal,"Carbonyls, aldehydes",0.8,0.9
,LAMB and MUTTON,Meat & Poultry,"2,4-decadienal","Carbonyls, aldehydes",0.6,0.7
,LAMB and MUTTON,Meat & Poultry,2-undecenal,"Carbonyls, aldehydes",0.6,1
,LAMB and MUTTON,Meat & Poultry,"2,4-undecadienal","Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,dodecanal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,tridecanal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,2-tridecenal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,tetradecanal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,2-tetradecenal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,pentadecanal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,2-pentadecenal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,heptadecanal,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,benzaldehyde,"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,phenylacetaldehyde (=benzeneacetaldehyde),"Carbonyls, aldehydes",,
,LAMB and MUTTON,Meat & Poultry,"acetone (=2-propanone, dimethyl ketone)","Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,2-butanone (=ethyl methyl ketone),"Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,"2,3-butanedione (=diacetyl)","Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,4-methyl-2-pentanone,"Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,3-hydroxy-2-octanone,"Carbonyls, ketones",trace,15
,LAMB and MUTTON,Meat & Poultry,"2,3-octanedione","Carbonyls, ketones",trace,108
,LAMB and MUTTON,Meat & Poultry,2-decanone,"Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,2-undecanone,"Carbonyls, ketones",0.2,0.3
,LAMB and MUTTON,Meat & Poultry,2-dodecanone,"Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,2-tridecanone,"Carbonyls, ketones",0.7,1.2
,LAMB and MUTTON,Meat & Poultry,2-tetradecanone,"Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,2-pentadecanone,"Carbonyls, ketones",,
,LAMB and MUTTON,Meat & Poultry,2-hexadecanone,"Carbonyls, ketones",,
