Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
,WINE,Alcoholic Beverages < 20% alc.,2-methyl-2-butene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,"2,3-dimethyl-1,3-butadiene",Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,3-hexyne,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,5-methyl-1-hexene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,"3,5,5-trimethyl-1-hexene",Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,dodecane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,1-dodecene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,tridecane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,tetradecane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,pentadecane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,hexadecane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,heptadecane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,octadecane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,β-myrcene (=myrcene),Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,isopropylcyclopropane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,"1,3-dimethylcyclopentane",Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,isopropylcyclohexane,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,"1,1,3,5-tetramethylcyclohexane",Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,cyclooctatetraene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,γ-terpinene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,terpinolene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,limonene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,3-carene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,benzene,Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,methylbenzene (=toluene),Hydrocarbons,trace,trace
,WINE,Alcoholic Beverages < 20% alc.,ethylbenzene (=α-methyltoluene),Hydrocarbons,,
,WINE,Alcoholic Beverages < 20% alc.,vinylbenzene (=styrene),Hydrocarbons,trace,0.011
,WINE,Alcoholic Beverages < 20% alc.,isopropylbenzene (=cumene),Hydrocarbons,,
