Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
,CELERY (Apium graveolens L.),Vegetables,"2,3-dimethylbutane",Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,pentane,Hydrocarbons,0.26,0.26
,CELERY (Apium graveolens L.),Vegetables,2-methylpentane (=isohexane),Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,3-methylpentane,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,hexane,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,3-ethyl-4-methylhexane,Hydrocarbons,9.5,9.5
,CELERY (Apium graveolens L.),Vegetables,octane,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,octane (branched),Hydrocarbons,0.02,0.02
,CELERY (Apium graveolens L.),Vegetables,nonane,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,nonane (branched),Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,"(E,Z)-1,3,5-undecatriene",Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,undecatriene (unkn.str.),Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,β-ocimene,Hydrocarbons,0.1,0.1
,CELERY (Apium graveolens L.),Vegetables,(Z)-β-ocimene,Hydrocarbons,trace,100
,CELERY (Apium graveolens L.),Vegetables,(E)-β-ocimene,Hydrocarbons,trace,200
,CELERY (Apium graveolens L.),Vegetables,allo-ocimene,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,β-myrcene (=myrcene),Hydrocarbons,trace,20000
,CELERY (Apium graveolens L.),Vegetables,methylcyclopentane,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,cyclohexane,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,"pentyl-1,3-cyclohexadiene (unkn.str.)",Hydrocarbons,16000,50000
,CELERY (Apium graveolens L.),Vegetables,pentylcyclohexadiene (unkn.str.),Hydrocarbons,0.6,1200
,CELERY (Apium graveolens L.),Vegetables,dimethylcyclohexane (unkn.str.),Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,α-phellandrene,Hydrocarbons,trace,trace
,CELERY (Apium graveolens L.),Vegetables,β-phellandrene,Hydrocarbons,200,500
,CELERY (Apium graveolens L.),Vegetables,α-terpinene,Hydrocarbons,0.4,0.4
,CELERY (Apium graveolens L.),Vegetables,γ-terpinene,Hydrocarbons,0.1,0.4
,CELERY (Apium graveolens L.),Vegetables,terpinolene,Hydrocarbons,1.1,1.1
,CELERY (Apium graveolens L.),Vegetables,limonene,Hydrocarbons,0.35,851300
,CELERY (Apium graveolens L.),Vegetables,"p-1,3,8-menthatriene",Hydrocarbons,0.4,0.4
,CELERY (Apium graveolens L.),Vegetables,p-menthatriene (unkn.str.),Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,β-elemene,Hydrocarbons,trace,trace
,CELERY (Apium graveolens L.),Vegetables,ar-curcumene,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,α-humulene (=humulene),Hydrocarbons,trace,trace
,CELERY (Apium graveolens L.),Vegetables,β-humulene,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,α-pinene,Hydrocarbons,0.008,10500
,CELERY (Apium graveolens L.),Vegetables,β-pinene,Hydrocarbons,trace,14000
,CELERY (Apium graveolens L.),Vegetables,camphene,Hydrocarbons,trace,400
,CELERY (Apium graveolens L.),Vegetables,α-thujene,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,sabinene (=4(10)-thujene),Hydrocarbons,trace,7600
,CELERY (Apium graveolens L.),Vegetables,3-carene,Hydrocarbons,trace,300
,CELERY (Apium graveolens L.),Vegetables,δ-cadinene,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,"α-selinene (=5β,7α,10α-selina-3,11-diene)",Hydrocarbons,0.05,139000
,CELERY (Apium graveolens L.),Vegetables,"β-selinene (=4(14),11-selinadiene)",Hydrocarbons,0.04,121700
,CELERY (Apium graveolens L.),Vegetables,selinene (unkn.str.),Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,valencene,Hydrocarbons,0.09,0.09
,CELERY (Apium graveolens L.),Vegetables,β-caryophyllene,Hydrocarbons,0.08,14000
,CELERY (Apium graveolens L.),Vegetables,α-cedrene,Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,isopropylbenzene (=cumene),Hydrocarbons,,
,CELERY (Apium graveolens L.),Vegetables,pentylbenzene,Hydrocarbons,0.07,20000
,CELERY (Apium graveolens L.),Vegetables,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,0.02,7400
,CELERY (Apium graveolens L.),Vegetables,"1-isopropenyl-4-methylbenzene (=α,p-dimethyl styrene, p-cymenene, dehydro-p-cymene)",Hydrocarbons,0.12,0.12
,CELERY (Apium graveolens L.),Vegetables,ethanol,Alcohols,0.39,0.39
,CELERY (Apium graveolens L.),Vegetables,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,,
,CELERY (Apium graveolens L.),Vegetables,2-methyl-2-butanol (=tert-amyl alcohol),Alcohols,,
,CELERY (Apium graveolens L.),Vegetables,1-hexanol,Alcohols,0.2,0.2
,CELERY (Apium graveolens L.),Vegetables,(E)-2-hexen-1-ol,Alcohols,0.2,0.2
,CELERY (Apium graveolens L.),Vegetables,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,4.5,4.5
,CELERY (Apium graveolens L.),Vegetables,1-heptanol,Alcohols,,
,CELERY (Apium graveolens L.),Vegetables,linalool,Alcohols,900,14800
,CELERY (Apium graveolens L.),Vegetables,α-terpineol,Alcohols,0.03,2.5
,CELERY (Apium graveolens L.),Vegetables,4-terpineol (=terpinen-4-ol),Alcohols,0.4,0.4
,CELERY (Apium graveolens L.),Vegetables,dihydrocarveol,Alcohols,0.2,0.2
,CELERY (Apium graveolens L.),Vegetables,"cis-p-2,8-menthadien-1-ol",Alcohols,0.08,0.6
,CELERY (Apium graveolens L.),Vegetables,"trans-p-2,8-menthadien-1-ol",Alcohols,0.09,0.6
,CELERY (Apium graveolens L.),Vegetables,"cis-isocarveol (=cis-p-1(7),8-menthadien-2-ol)",Alcohols,1.8,1.8
,CELERY (Apium graveolens L.),Vegetables,"trans-isocarveol (=trans-p-1(7),8- menthadien-2-ol)",Alcohols,0.4,0.4
,CELERY (Apium graveolens L.),Vegetables,"carveol (=p-1(6),8-menthadien-2-ol)",Alcohols,,
,CELERY (Apium graveolens L.),Vegetables,"cis-carveol (= cis-p-1(6),8-menthadien-2-ol)",Alcohols,0.04,1.6
,CELERY (Apium graveolens L.),Vegetables,"trans-carveol (=trans-p-1(6),8-menthadien-2-ol)",Alcohols,1.1,1.1
,CELERY (Apium graveolens L.),Vegetables,"p-8-menthene-1,2-diol",Alcohols,11,11
,CELERY (Apium graveolens L.),Vegetables,β-eudesmol,Alcohols,2000,4000
,CELERY (Apium graveolens L.),Vegetables,eudesmol (unkn.str.),Alcohols,2900,2900
,CELERY (Apium graveolens L.),Vegetables,formaldehyde (=methanal),"Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,acetaldehyde (=ethanal),"Carbonyls, aldehydes",0.21,0.21
,CELERY (Apium graveolens L.),Vegetables,propanal (=propionaldehyde),"Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,"2-oxopropanal (=pyruvaldehyde, methyl glyoxal, acetylformaldehyde)","Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,2-butenal (=crotonaldehyde),"Carbonyls, aldehydes",0.04,0.04
,CELERY (Apium graveolens L.),Vegetables,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,2-methyl-2-butenal,"Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,pentanal (=valeraldehyde),"Carbonyls, aldehydes",0.09,0.09
,CELERY (Apium graveolens L.),Vegetables,hexanal (=capronaldehyde),"Carbonyls, aldehydes",0.47,0.47
,CELERY (Apium graveolens L.),Vegetables,hexenal (unkn.str.),"Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,heptanal,"Carbonyls, aldehydes",0.009,0.009
,CELERY (Apium graveolens L.),Vegetables,octanal (=caprylaldehyde),"Carbonyls, aldehydes",,
,CELERY (Apium graveolens L.),Vegetables,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",0.004,0.004
