Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,β-ocimene,Hydrocarbons,135400,135400
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,(Z)-β-ocimene,Hydrocarbons,20600,20600
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,(E)-β-ocimene,Hydrocarbons,19700,19700
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,"(4Z,6Z)-allo-ocimene (=(Z,Z)-alloocimene)",Hydrocarbons,,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,"(4E,6E)-allo-ocimene (= (E,E-alloocimene)",Hydrocarbons,,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,β-myrcene (=myrcene),Hydrocarbons,2500,16200
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,farnesene (unkn.str.),Hydrocarbons,700,700
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,α-terpinene,Hydrocarbons,5600,5600
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,γ-terpinene,Hydrocarbons,9400,170100
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,terpinolene,Hydrocarbons,2600,2600
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,limonene,Hydrocarbons,7500,46500
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,α-pinene,Hydrocarbons,5200,14400
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,β-pinene,Hydrocarbons,1700,1900
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,camphene,Hydrocarbons,1100,1100
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,α-thujene,Hydrocarbons,100,1600
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,sabinene (=4(10)-thujene),Hydrocarbons,1400,388100
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,300,300
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,geraniol,Alcohols,,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,nerol,Alcohols,,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,linalool,Alcohols,300,300
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,α-terpineol,Alcohols,400,400
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,4-terpineol (=terpinen-4-ol),Alcohols,11600,11600
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,cis-sabinene hydrate (=cis-4-thujanol),Alcohols,1300,1300
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,trans-sabinene hydrate (=trans-4-thujanol),Alcohols,700,700
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,spathulenol (=(+)-spathulenol),Alcohols,,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,4-methoxycinnamaldehyde,"Carbonyls, aldehydes",1100,1100
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,"3,3,6-trimethyl-1,5-heptadien-4-one (=artemisia ketone)","Carbonyls, ketones",,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,menthone,"Carbonyls, ketones",1400,1400
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,thujone (=α-thujone),"Carbonyls, ketones",900,900
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,isothujone (=β-thujone),"Carbonyls, ketones",900,900
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,butanoic acid (=butyric acid),Acids,,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,citronellyl acetate,Esters,8900,8900
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,geranyl acetate,Esters,4500,4500
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,cinnamyl acetate,Esters,1400,1400
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,bornyl acetate,Esters,500,1400
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,"1,8-cineole (=eucalyptol)",Ethers,,
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,"1-allyl-4-methoxybenzene (=estragole, methylchavicol)",Phenols,172600,604600
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,eugenol (=4-allyl-2-methoxyphenol),Phenols,3000,3000
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,"methyleugenol (=4-allyl-1,2-dimethoxybenzene)",Phenols,5100,288700
TARRAGON (Artemisia dracunculus L.),,Spices & Condiments,"5-allyl-1,2,3-trimethoxybenzene (=elemicin)",Phenols,3400,3400
CARROT SEED,,Miscellaneous,β-myrcene (=myrcene),Hydrocarbons,,
CARROT SEED,,Miscellaneous,limonene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,β-bisabolene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,α-pinene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,camphene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,3-carene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,α-bergamotene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,"β-selinene (=4(14),11-selinadiene)",Hydrocarbons,,
CARROT SEED,,Miscellaneous,β-caryophyllene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,longifolene,Hydrocarbons,,
CARROT SEED,,Miscellaneous,elemol,Alcohols,,
CARROT SEED,,Miscellaneous,eudesmol (unkn.str.),Alcohols,,
CARROT SEED,,Miscellaneous,carotol,Alcohols,,
CARROT SEED,,Miscellaneous,daucol,Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,β-ocimene,Hydrocarbons,1400,1400
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,(Z)-β-ocimene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,β-myrcene (=myrcene),Hydrocarbons,3000,57000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-phellandrene,Hydrocarbons,1000,1000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,β-phellandrene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-terpinene,Hydrocarbons,600,32000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,γ-terpinene,Hydrocarbons,78000,194000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,terpinolene,Hydrocarbons,1000,4000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,limonene,Hydrocarbons,200,7000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-bisabolene,Hydrocarbons,3600,3600
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,β-bisabolene,Hydrocarbons,6400,6400
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,bisabolene (unkn.str.),Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-humulene (=humulene),Hydrocarbons,1400,1400
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-pinene,Hydrocarbons,600,29000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,β-pinene,Hydrocarbons,1000,3000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,camphene,Hydrocarbons,1000,12000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-thujene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,sabinene (=4(10)-thujene),Hydrocarbons,trace,2000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,3-carene,Hydrocarbons,trace,1000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,trans-α-bergamotene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,γ-cadinene,Hydrocarbons,100,100
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,δ-cadinene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,γ-muurolene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,β-caryophyllene,Hydrocarbons,27800,59000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,γ-caryophyllene (=isocaryophyllene),Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-copaene (=copaene),Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,aromadendrene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,alloaromadendrene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-gurjunene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,butylbenzene (unkn.str.),Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,6000,136000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"1-isopropenyl-4-methylbenzene (=α,p-dimethyl styrene, p-cymenene, dehydro-p-cymene)",Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,naphthalene,Hydrocarbons,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,1-hepten-3-ol,Alcohols,100,100
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,3-octanol,Alcohols,trace,trace
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,1-octen-3-ol,Alcohols,1000,3000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,7-octen-4-ol,Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,geraniol,Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,nerol,Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,linalool,Alcohols,1000,25000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"4-isopropylbenzyl alcohol (=cumic alcohol, p-cymen-7-ol)",Alcohols,2100,2100
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"p-cymen-8-ol (=α,α,p-trimethyl-benzyl alcohol)",Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-terpineol,Alcohols,4000,6000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,4-terpineol (=terpinen-4-ol),Alcohols,5200,31000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,α-elemol,Alcohols,13600,13600
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,trans-pinocarveol,Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,borneol,Alcohols,8100,20000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,sabinene hydrate (=4-thujanol),Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,ledol,Alcohols,,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,2-hexenal,"Carbonyls, aldehydes",500,500
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,geranial (=α-citral),"Carbonyls, aldehydes",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,isogeranial,"Carbonyls, aldehydes",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,neral (=β-citral),"Carbonyls, aldehydes",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,4-isopropylbenzaldehyde (=cuminaldehyde),"Carbonyls, aldehydes",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,3-phenylpropanal (=dihydrocinnamaldehyde),"Carbonyls, aldehydes",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,6-methyl-5-hepten-2-one,"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,2-octanone,"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"4,8-dimethyl-4,7-nonadien-2-one","Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,2-undecanone,"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"(Z)-6,10-dimethyl-5,9-undecadien-2-one (=nerylacetone)","Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"(E)-6,10-dimethyl-5,9-undecadien-2-one (=geranylacetone)","Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"4-acetyl-1,4-dimethylcyclohexene","Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,pulegone,"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"piperitenone (=p-1,4(8)-menthadien-3-one)","Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,dihydrocarvone (=p-8-menthen-2-one),"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,trans-dihydrocarvone,"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,cis-dihydrocarvone,"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,isodihydrocarvone,"Carbonyls, ketones",,
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,"carvone (=p-6,8-menthadien-2-one)","Carbonyls, ketones",trace,11000
ORIGANUM (Spanish) (Coridothymus cap.(L.) Rchb.),,Spices & Condiments,carvenone (=p-3-menthen-2-one),"Carbonyls, ketones",,
