Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
,OATS (Avena sativa L.),Bread & Cereals,heptane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,octane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,nonane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,decane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,4-methyldecane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,undecane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,dodecane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,tridecane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,tetradecane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,pentadecane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,pentadecene (unkn.str.),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,hexadecane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,allo-ocimene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,β-myrcene (=myrcene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,cyclohexane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,methylcyclohexane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,ethylcyclohexane,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,γ-terpinene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,limonene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,α-pinene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,β-pinene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,camphene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,3-carene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,α-cadinene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,α-cedrene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,benzene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,methylbenzene (=toluene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,ethylbenzene (=α-methyltoluene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,vinylbenzene (=styrene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,propylbenzene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,isopropylbenzene (=cumene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,(sec-butyl)benzene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,(tert-butyl)benzene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1,2-dimethylbenzene (=o-xylene)",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1,3-dimethylbenzene (=m-xylene)",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1,4-dimethylbenzene (=p-xylene)",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,1-ethyl-2-methylbenzene (=o-ethyltoluene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,1-ethyl-3-methylbenzene (=m-ethyltoluene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,1-ethyl-4-methylbenzene (=p-ethyltoluene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,1-methyl-2-vinylbenzene (=o-methylstyrene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,ethyl-vinylbenzene (unkn.str.),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,methyl-propylbenzene (unkn.str.) (=propyltoluene (unkn.str.)),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1,2-diethylbenzene",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1,2,3-trimethylbenzene (=hemimellitene)",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1,2,4-trimethylbenzene (=pseudocumene)",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1,3,5-trimethylbenzene (=mesitylene)",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1-ethyl-2,3-dimethylbenzene",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1-ethyl-2,4-dimethylbenzene",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"1-ethyl-3,5-dimethylbenzene",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"2-ethyl-1,3-dimethylbenzene",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"2-ethyl-1,4-dimethylbenzene",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,"4-ethyl-1,2-dimethylbenzene",Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,ethyl-dimethylbenzene (unkn.str.),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,dimethyl-vinylbenzene (unkn.str.),Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,biphenyl,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,naphthalene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,1-methylnaphthalene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,2-methylnaphthalene,Hydrocarbons,,
,OATS (Avena sativa L.),Bread & Cereals,ethanol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,2-aminoethanol (=ethanolamine),Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,1-propanol (=propyl alcohol),Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,2-methyl-1-propanol (=isobutanol),Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,"1,2-propanediol (=propylene glycol)",Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,1-pentanol (=amyl alcohol),Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,2-pentanol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,3-pentanol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,1-hexanol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,2-octanol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,3-octanol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,1-octen-3-ol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,2-phenylethanol (=phenethyl alcohol),Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,borneol,Alcohols,,
,OATS (Avena sativa L.),Bread & Cereals,formaldehyde (=methanal),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,acetaldehyde (=ethanal),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,propanal (=propionaldehyde),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,butanal (=butyraldehyde),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,2-methylbutanal (=α-methylbutanal),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,pentanal (=valeraldehyde),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,hexanal (=capronaldehyde),"Carbonyls, aldehydes",0.4,2.1
,OATS (Avena sativa L.),Bread & Cereals,heptanal,"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,(Z)-4-heptenal,"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"2,4-heptadienal","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,octanal (=caprylaldehyde),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,(E)-2-octenal,"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"2,4-octadienal","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,(Z)-2-nonenal,"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,(E)-2-nonenal,"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"2,4-nonadienal","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"(E,E)-2,4-nonadienal","Carbonyls, aldehydes",0.09,0.2
,OATS (Avena sativa L.),Bread & Cereals,"(E,Z)-2,6-nonadienal","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,decanal (=capraldehyde),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"2,4-decadienal","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"(E,Z)-2,4-decadienal","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,"(E,E)-2,4-decadienal","Carbonyls, aldehydes",0.05,0.2
,OATS (Avena sativa L.),Bread & Cereals,"(Z,Z)-2,4-decadienal","Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,benzaldehyde,"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,4-methylbenzaldehyde (=p-tolualdehyde),"Carbonyls, aldehydes",,
,OATS (Avena sativa L.),Bread & Cereals,4-methoxybenzaldehyde (=anisaldehyde),"Carbonyls, aldehydes",,
