Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
,PISTACHIO OIL (Pistacia vera),Miscellaneous,undecane,Hydrocarbons,4000,4000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,(Z)-β-ocimene,Hydrocarbons,trace,1000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,(E)-β-ocimene,Hydrocarbons,600,11000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,β-myrcene (=myrcene),Hydrocarbons,200,10000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,"(E,E)-α-farnesene (=α-farnesene)",Hydrocarbons,2000,2000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,p-1-menthene,Hydrocarbons,400,400
,PISTACHIO OIL (Pistacia vera),Miscellaneous,α-phellandrene,Hydrocarbons,200,22000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,β-phellandrene,Hydrocarbons,3000,11000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,α-terpinene,Hydrocarbons,<100,37000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,γ-terpinene,Hydrocarbons,200,6000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,terpinolene,Hydrocarbons,176000,511000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,limonene,Hydrocarbons,10200,124000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,"p-1,3,8-menthatriene",Hydrocarbons,trace,trace
,PISTACHIO OIL (Pistacia vera),Miscellaneous,α-pinene,Hydrocarbons,150000,756200
,PISTACHIO OIL (Pistacia vera),Miscellaneous,β-pinene,Hydrocarbons,5000,95200
,PISTACHIO OIL (Pistacia vera),Miscellaneous,verbenene (=pinadiene),Hydrocarbons,100,100
,PISTACHIO OIL (Pistacia vera),Miscellaneous,camphene,Hydrocarbons,3000,83000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,α-thujene,Hydrocarbons,0,15000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,sabinene (=4(10)-thujene),Hydrocarbons,2800,5000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,"dehydrosabinene (=thuja-2,4(10)-diene)",Hydrocarbons,3300,3300
,PISTACHIO OIL (Pistacia vera),Miscellaneous,3-carene,Hydrocarbons,200,45200
,PISTACHIO OIL (Pistacia vera),Miscellaneous,γ-cadinene,Hydrocarbons,200,200
,PISTACHIO OIL (Pistacia vera),Miscellaneous,δ-cadinene,Hydrocarbons,100,600
,PISTACHIO OIL (Pistacia vera),Miscellaneous,β-caryophyllene,Hydrocarbons,<2000,<2000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,α-cubebene,Hydrocarbons,3000,3000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,"7,13-abietadiene",Hydrocarbons,8700,8700
,PISTACHIO OIL (Pistacia vera),Miscellaneous,ar-abietatriene (=dehydroabietane),Hydrocarbons,3600,3600
,PISTACHIO OIL (Pistacia vera),Miscellaneous,aromadendrene,Hydrocarbons,11000,11000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,alloaromadendrene,Hydrocarbons,5000,5000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,α-gurjunene,Hydrocarbons,1000,1000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,α-longipinene,Hydrocarbons,21000,21000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,tricyclene,Hydrocarbons,1000,11000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,vinylbenzene (=styrene),Hydrocarbons,3000,3000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,<1000,6000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,"1-isopropenyl-4-methylbenzene (=α,p-dimethyl styrene, p-cymenene, dehydro-p-cymene)",Hydrocarbons,700,46000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,viridiflorene (=ledene),Hydrocarbons,15000,15000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,isoledene,Hydrocarbons,1000,1000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,cyclofenchene,Hydrocarbons,900,900
,PISTACHIO OIL (Pistacia vera),Miscellaneous,1-hexanol,Alcohols,1000,1000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,(E)-2-hexen-1-ol,Alcohols,0,1000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,(Z)-11-Hexadecen-1-ol,Alcohols,2500,15000
,PISTACHIO OIL (Pistacia vera),Miscellaneous,geraniol,Alcohols,17000,17000
