Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,β-myrcene (=myrcene),Hydrocarbons,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,"(E,E)-α-farnesene (=α-farnesene)",Hydrocarbons,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,limonene,Hydrocarbons,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,methylbenzene (=toluene),Hydrocarbons,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,ethylbenzene (=α-methyltoluene),Hydrocarbons,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,vinylbenzene (=styrene),Hydrocarbons,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,dimethylbenzene (unkn.str.) (=xylene (unkn.str.)),Hydrocarbons,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,methanol,Alcohols,224,3800
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,ethanol,Alcohols,Present,Present
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-butoxyethanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-propanol (=propyl alcohol),Alcohols,67,581
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-ethoxy-1-propanol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-propen-1-ol (=allyl alcohol),Alcohols,9.8,173
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-methyl-1-propanol (=isobutanol),Alcohols,120,998
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-butanol,Alcohols,9,88
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-butanol (=sec-butanol),Alcohols,71,1517
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-methyl-1-butanol (=active amyl alcohol),Alcohols,112,530
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,(S)-2-methyl-1-butanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,532,2076
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-methyl-2-buten-1-ol (=prenol),Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-methyl-3-buten-1-ol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,"2,3-butanediol (=2,3-butylene glycol)",Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-pentanol (=amyl alcohol),Alcohols,1.2,187
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-pentanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-pentanol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-penten-1-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-penten-2-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-penten-3-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-methyl-1-pentanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-methyl-1-pentanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-methyl-2-pentanol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-methyl-3-penten-1-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-ethyl-4-methyl-1-pentanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-hexanol,Alcohols,2.2,119
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-hexanol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-hexen-1-ol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,(E)-2-hexen-1-ol,Alcohols,0.019,0.28
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,0.24,5.1
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,(E)-3-hexen-1-ol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-hexen-1-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,5-hexen-1-ol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-ethyl-1-hexanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-heptanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-heptanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-hepten-1-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,6-methyl-5-hepten-2-ol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-octanol,Alcohols,0.11,0.8
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-octanol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-octanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-octen-1-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,5-octen-1-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-octen-3-ol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-nonanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-nonanol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-decanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-decen-1-ol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-undecanol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-dodecanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-tetradecanol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,1-hexadecanol (=cetanol),Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,citronellol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,geraniol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,nerol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,linalool,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,tetrahydrolinalool,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,(+/-)-Dihydrofarnesol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,farnesol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,nerolidol,Alcohols,trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,benzyl alcohol (=benzenemethanol),Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-phenylethanol (=phenethyl alcohol),Alcohols,6.4,37
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,α-terpineol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,β-terpineol,Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-terpineol (=terpinen-4-ol),Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,terpineol (unkn.str.),Alcohols,,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,acetaldehyde (=ethanal),"Carbonyls, aldehydes",3.4,216
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,propanal (=propionaldehyde),"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-propenal (=acrolein),"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,"2-methylpropanal (=isobutanal, isobutyraldehyde)","Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,3-ethoxypropanal,"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-pentenal,"Carbonyls, aldehydes",trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,hexanal (=capronaldehyde),"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,heptanal,"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,octanal (=caprylaldehyde),"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-octenal,"Carbonyls, aldehydes",trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,decanal (=capraldehyde),"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-tridecenal,"Carbonyls, aldehydes",trace,trace
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,pentadecanal,"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,hexadecanal,"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,benzaldehyde,"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,2-hydroxybenzaldehyde (=salicylaldehyde),"Carbonyls, aldehydes",,
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-hydroxybenzaldehyde (=4-formylphenol),"Carbonyls, aldehydes",0.04,0.14
APPLE BRANDY (Calvados),,Alcoholic Beverages > 20% alc.,4-methoxybenzaldehyde (=anisaldehyde),"Carbonyls, aldehydes",,
