Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
,JUNIPERUS COMMUNIS,Spices & Condiments,β-myrcene (=myrcene),Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,β-farnesene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-phellandrene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,β-phellandrene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-terpinene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,γ-terpinene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,terpinolene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,limonene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,β-elemene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,γ-elemene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,germacrene D,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-humulene (=humulene),Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-pinene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,β-pinene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,camphene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-thujene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,sabinene (=4(10)-thujene),Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,3-carene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,γ-cadinene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-muurolene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,γ-muurolene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,"α-selinene (=5β,7α,10α-selina-3,11-diene)",Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,"β-selinene (=4(14),11-selinadiene)",Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,"γ-selinene (=4(14),7(11)-selinadiene)",Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,β-caryophyllene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-cubebene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,α-copaene (=copaene),Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,aromadendrene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,calamenene,Hydrocarbons,,
,JUNIPERUS COMMUNIS,Spices & Condiments,geraniol,Alcohols,,
,JUNIPERUS COMMUNIS,Spices & Condiments,linalool,Alcohols,,
