Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
CHAYOTE (Sechium edule L.),,Vegetables,hexane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,"2,4-dimethylhexane",Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,3-methylheptane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,octane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,octadecane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,nonadecane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,1-nonadecene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,eicosane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,1-eicosene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,heneicosane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,docosane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,1-docosene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,tricosane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,1-tricosene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,tetracosane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,pentacosane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,1-pentacosene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,cyclohexane,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,dimethylcyclohexane (unkn.str.),Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,limonene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,methylbenzene (=toluene),Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,naphthalene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,1-methylnaphthalene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,2-vinylnaphthalene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,phenanthrene,Hydrocarbons,,
CHAYOTE (Sechium edule L.),,Vegetables,2-methyl-2-butanol (=tert-amyl alcohol),Alcohols,,
CHAYOTE (Sechium edule L.),,Vegetables,1-penten-3-ol,Alcohols,,
CHAYOTE (Sechium edule L.),,Vegetables,1-hexanol,Alcohols,,
CHAYOTE (Sechium edule L.),,Vegetables,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,,
CHAYOTE (Sechium edule L.),,Vegetables,1-octen-3-ol,Alcohols,,
CHAYOTE (Sechium edule L.),,Vegetables,2-methylbutanal (=α-methylbutanal),"Carbonyls, aldehydes",,
CHAYOTE (Sechium edule L.),,Vegetables,"3-methylbutanal (=isopentanal, isovaleraldehyde)","Carbonyls, aldehydes",,
CHAYOTE (Sechium edule L.),,Vegetables,hexanal (=capronaldehyde),"Carbonyls, aldehydes",,
CHAYOTE (Sechium edule L.),,Vegetables,(E)-2-hexenal (=leaf aldehyde),"Carbonyls, aldehydes",,
CHAYOTE (Sechium edule L.),,Vegetables,"(E,E)-2,4-heptadienal","Carbonyls, aldehydes",,
CHAYOTE (Sechium edule L.),,Vegetables,benzaldehyde,"Carbonyls, aldehydes",,
CHAYOTE (Sechium edule L.),,Vegetables,phenylacetaldehyde (=benzeneacetaldehyde),"Carbonyls, aldehydes",,
CHAYOTE (Sechium edule L.),,Vegetables,"2,3-butanedione (=diacetyl)","Carbonyls, ketones",,
CHAYOTE (Sechium edule L.),,Vegetables,"2,3-pentanedione (=acetylpropionyl)","Carbonyls, ketones",,
CHAYOTE (Sechium edule L.),,Vegetables,2-decanone,"Carbonyls, ketones",,
CHAYOTE (Sechium edule L.),,Vegetables,tetradecanoic acid (=myristic acid),Acids,,
CHAYOTE (Sechium edule L.),,Vegetables,hexadecanoic acid (=palmitic acid),Acids,,
CHAYOTE (Sechium edule L.),,Vegetables,"9,12-octadecadienoic acid",Acids,,
CHAYOTE (Sechium edule L.),,Vegetables,diethyl phthalate,Esters,,
CHAYOTE (Sechium edule L.),,Vegetables,dibutyl phthalate,Esters,,
CHAYOTE (Sechium edule L.),,Vegetables,diisobutyl phthalate,Esters,,
CHAYOTE (Sechium edule L.),,Vegetables,dioctyl phthalate,Esters,,
CHAYOTE (Sechium edule L.),,Vegetables,pyridine,Bases,,
CHAYOTE (Sechium edule L.),,Vegetables,benzothiazole,Sulfur compounds,,
CHAYOTE (Sechium edule L.),,Vegetables,2-methoxy-4-vinylphenol (=4-vinylguaiacol),Phenols,,
CHAYOTE (Sechium edule L.),,Vegetables,2-pentylfuran,Furans,,
CHAYOTE (Sechium edule L.),,Vegetables,"furfural (=2-formylfuran, 2-furancarbaldehyde, 2-furaldehyde)",Furans,,
UDO (Aralia cordata Thunb.),,Vegetables,β-ocimene,Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,β-myrcene (=myrcene),Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,limonene,Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,α-pinene,Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,β-pinene,Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,camphene,Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,sabinene (=4(10)-thujene),Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,3-carene,Hydrocarbons,,
UDO (Aralia cordata Thunb.),,Vegetables,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
WASABI (Wasabi japonica) (Japanese horseradish),,Vegetables,acetaldehyde (=ethanal),"Carbonyls, aldehydes",,
WASABI (Wasabi japonica) (Japanese horseradish),,Vegetables,2-butanone (=ethyl methyl ketone),"Carbonyls, ketones",,
WASABI (Wasabi japonica) (Japanese horseradish),,Vegetables,hexadecanoic acid (=palmitic acid),Acids,,
WASABI (Wasabi japonica) (Japanese horseradish),,Vegetables,(Z)-9-octadecenoic acid (=oleic acid),Acids,,
