Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
LITCHI (Litchi chinensis Sonn.),,Fruits,hexadecane,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,eicosane,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,docosane,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,β-ocimene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,β-myrcene (=myrcene),Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,α-phellandrene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,β-phellandrene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,α-terpinene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,γ-terpinene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,terpinolene,Hydrocarbons,0.03,0.2
LITCHI (Litchi chinensis Sonn.),,Fruits,limonene,Hydrocarbons,0.03,0.2
LITCHI (Litchi chinensis Sonn.),,Fruits,"p-1,3,8-menthatriene",Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,zingiberene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,ar-curcumene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,α-humulene (=humulene),Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,α-pinene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,β-pinene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,camphene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,sabinene (=4(10)-thujene),Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,trans-α-bergamotene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,α-himachalene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,α-acoradiene,Hydrocarbons,0.03,0.2
LITCHI (Litchi chinensis Sonn.),,Fruits,β-caryophyllene,Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,isopropylbenzene (=cumene),Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,0.03,0.2
LITCHI (Litchi chinensis Sonn.),,Fruits,"1-isopropenyl-4-methylbenzene (=α,p-dimethyl styrene, p-cymenene, dehydro-p-cymene)",Hydrocarbons,,
LITCHI (Litchi chinensis Sonn.),,Fruits,2-methyl-1-propanol (=isobutanol),Alcohols,0.2,1
LITCHI (Litchi chinensis Sonn.),,Fruits,1-butanol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,2-butanol (=sec-butanol),Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,2-methyl-1-butanol (=active amyl alcohol),Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,1,1
LITCHI (Litchi chinensis Sonn.),,Fruits,2-methyl-2-buten-1-ol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,3-methyl-2-buten-1-ol (=prenol),Alcohols,0.2,1
LITCHI (Litchi chinensis Sonn.),,Fruits,3-methyl-3-buten-1-ol,Alcohols,0.2,1
LITCHI (Litchi chinensis Sonn.),,Fruits,2-methyl-3-buten-2-ol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,1-hexanol,Alcohols,0.03,0.2
LITCHI (Litchi chinensis Sonn.),,Fruits,(E)-2-hexen-1-ol,Alcohols,0.03,0.2
LITCHI (Litchi chinensis Sonn.),,Fruits,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,(E)-3-hexen-1-ol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,1-heptanol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,1-hepten-3-ol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,1-octanol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,1-octen-3-ol,Alcohols,0.03,0.2
LITCHI (Litchi chinensis Sonn.),,Fruits,"3,7-dimethyl-2,5-octadiene-1,7-diol",Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,"2,6-dimethyl-3,7-octadien-2,6-diol",Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,citronellol,Alcohols,0.2,1
LITCHI (Litchi chinensis Sonn.),,Fruits,geraniol,Alcohols,0.2,1
LITCHI (Litchi chinensis Sonn.),,Fruits,nerol,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,linalool,Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,benzyl alcohol (=benzenemethanol),Alcohols,,
LITCHI (Litchi chinensis Sonn.),,Fruits,2-phenylethanol (=phenethyl alcohol),Alcohols,,
