Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
NECTARINE,,Fruits,2-methylpentane (=isohexane),Hydrocarbons,,
NECTARINE,,Fruits,3-methylpentane,Hydrocarbons,,
NECTARINE,,Fruits,heptane,Hydrocarbons,,
NECTARINE,,Fruits,octane,Hydrocarbons,,
NECTARINE,,Fruits,decane,Hydrocarbons,,
NECTARINE,,Fruits,tridecane,Hydrocarbons,,
NECTARINE,,Fruits,tetradecane,Hydrocarbons,,
NECTARINE,,Fruits,pentadecane,Hydrocarbons,,
NECTARINE,,Fruits,hexadecane,Hydrocarbons,,
NECTARINE,,Fruits,heptadecane,Hydrocarbons,,
NECTARINE,,Fruits,(Z)-β-ocimene,Hydrocarbons,trace,trace
NECTARINE,,Fruits,(E)-β-ocimene,Hydrocarbons,,
NECTARINE,,Fruits,β-myrcene (=myrcene),Hydrocarbons,,
NECTARINE,,Fruits,α-phellandrene,Hydrocarbons,<0.01,0.02
NECTARINE,,Fruits,β-phellandrene,Hydrocarbons,trace,trace
NECTARINE,,Fruits,α-terpinene,Hydrocarbons,<0.01,<0.01
NECTARINE,,Fruits,γ-terpinene,Hydrocarbons,<0.01,0.03
NECTARINE,,Fruits,terpinolene,Hydrocarbons,0,0.01
NECTARINE,,Fruits,limonene,Hydrocarbons,,
NECTARINE,,Fruits,α-pinene,Hydrocarbons,,
NECTARINE,,Fruits,benzene,Hydrocarbons,,
NECTARINE,,Fruits,methylbenzene (=toluene),Hydrocarbons,,
NECTARINE,,Fruits,vinylbenzene (=styrene),Hydrocarbons,,
NECTARINE,,Fruits,"1,2-dimethylbenzene (=o-xylene)",Hydrocarbons,,
NECTARINE,,Fruits,"1,3-dimethylbenzene (=m-xylene)",Hydrocarbons,,
NECTARINE,,Fruits,"1,4-dimethylbenzene (=p-xylene)",Hydrocarbons,,
NECTARINE,,Fruits,1-ethyl-2-methylbenzene (=o-ethyltoluene),Hydrocarbons,,
NECTARINE,,Fruits,1-ethyl-3-methylbenzene (=m-ethyltoluene),Hydrocarbons,,
NECTARINE,,Fruits,1-ethyl-4-methylbenzene (=p-ethyltoluene),Hydrocarbons,,
NECTARINE,,Fruits,1-isopropyl-4-methylbenzene (=p-cymene),Hydrocarbons,,
NECTARINE,,Fruits,"1,2,4-trimethylbenzene (=pseudocumene)",Hydrocarbons,,
NECTARINE,,Fruits,naphthalene,Hydrocarbons,,
NECTARINE,,Fruits,1-methylnaphthalene,Hydrocarbons,,
NECTARINE,,Fruits,2-methylnaphthalene,Hydrocarbons,,
NECTARINE,,Fruits,2-methyl-1-propanol (=isobutanol),Alcohols,,
NECTARINE,,Fruits,2-methyl-1-butanol (=active amyl alcohol),Alcohols,,
NECTARINE,,Fruits,3-methyl-1-butanol (=isoamyl alcohol),Alcohols,,
NECTARINE,,Fruits,1-pentanol (=amyl alcohol),Alcohols,,
NECTARINE,,Fruits,3-pentanol,Alcohols,,
NECTARINE,,Fruits,(Z)-2-penten-1-ol,Alcohols,,
NECTARINE,,Fruits,1-penten-3-ol,Alcohols,,
NECTARINE,,Fruits,1-hexanol,Alcohols,0.05,0.18
NECTARINE,,Fruits,(E)-2-hexen-1-ol,Alcohols,0.03,0.17
NECTARINE,,Fruits,(Z)-2-hexen-1-ol,Alcohols,,
NECTARINE,,Fruits,(Z)-3-hexen-1-ol (=leaf alcohol),Alcohols,0.03,0.11
NECTARINE,,Fruits,(E)-3-hexen-1-ol,Alcohols,,
NECTARINE,,Fruits,2-ethyl-1-hexanol,Alcohols,,
NECTARINE,,Fruits,1-heptanol,Alcohols,,
NECTARINE,,Fruits,1-octanol,Alcohols,,
NECTARINE,,Fruits,"3,7-dimethyl-1,5,7-octatrien-3-ol (=hotrienol)",Alcohols,<0.01,0.09
NECTARINE,,Fruits,1-nonanol,Alcohols,,
NECTARINE,,Fruits,(E)-2-nonen-1-ol,Alcohols,,
NECTARINE,,Fruits,geraniol,Alcohols,,
NECTARINE,,Fruits,linalool,Alcohols,0,0.5
NECTARINE,,Fruits,benzyl alcohol (=benzenemethanol),Alcohols,,
NECTARINE,,Fruits,α-terpineol,Alcohols,,
NECTARINE,,Fruits,4-terpineol (=terpinen-4-ol),Alcohols,,
NECTARINE,,Fruits,hexanal (=capronaldehyde),"Carbonyls, aldehydes",0.58,1.95
NECTARINE,,Fruits,(E)-2-hexenal (=leaf aldehyde),"Carbonyls, aldehydes",0.96,3.95
NECTARINE,,Fruits,(Z)-2-hexenal,"Carbonyls, aldehydes",<0.01,0.04
NECTARINE,,Fruits,(Z)-3-hexenal,"Carbonyls, aldehydes",<0.01,0.04
NECTARINE,,Fruits,(E)-3-hexenal,"Carbonyls, aldehydes",<0.01,<0.01
NECTARINE,,Fruits,benzaldehyde,"Carbonyls, aldehydes",0.02,0.2
NECTARINE,,Fruits,2-butanone (=ethyl methyl ketone),"Carbonyls, ketones",,
NECTARINE,,Fruits,3-hydroxy-2-butanone (=acetoin),"Carbonyls, ketones",<0.01,<0.01
NECTARINE,,Fruits,"2,3-butanedione (=diacetyl)","Carbonyls, ketones",,
NECTARINE,,Fruits,3-pentanone,"Carbonyls, ketones",,
NECTARINE,,Fruits,4-methyl-3-penten-2-one (=mesityl oxide),"Carbonyls, ketones",,
NECTARINE,,Fruits,2-hexanone,"Carbonyls, ketones",,
NECTARINE,,Fruits,6-methyl-5-hepten-2-one,"Carbonyls, ketones",,
NECTARINE,,Fruits,3-octanone,"Carbonyls, ketones",,
NECTARINE,,Fruits,"(E)-6,10-dimethyl-5,9-undecadien-2-one (=geranylacetone)","Carbonyls, ketones",,
NECTARINE,,Fruits,acetophenone (=1-phenylethanone),"Carbonyls, ketones",,
NECTARINE,,Fruits,tetradecanoic acid (=myristic acid),Acids,,
NECTARINE,,Fruits,hexadecanoic acid (=palmitic acid),Acids,,
NECTARINE,,Fruits,methyl acetate,Esters,,
NECTARINE,,Fruits,ethyl acetate,Esters,,
NECTARINE,,Fruits,propyl acetate,Esters,,
NECTARINE,,Fruits,isopropyl acetate,Esters,,
NECTARINE,,Fruits,butyl acetate,Esters,,
NECTARINE,,Fruits,isobutyl acetate (=2-methylpropyl acetate),Esters,,
NECTARINE,,Fruits,2-methylbutyl acetate,Esters,,
NECTARINE,,Fruits,3-methyl-2-butenyl acetate (=2-isopentenyl acetate),Esters,,
NECTARINE,,Fruits,3-methyl-3-butenyl acetate,Esters,,
NECTARINE,,Fruits,pentyl acetate (=amyl acetate),Esters,,
NECTARINE,,Fruits,"isopentyl acetate (=3-methylbutyl acetate, isoamyl acetate)",Esters,,
NECTARINE,,Fruits,hexyl acetate,Esters,<0.01,0.02
NECTARINE,,Fruits,(E)-2-hexenyl acetate,Esters,<0.01,<0.01
NECTARINE,,Fruits,(Z)-3-hexenyl acetate,Esters,<0.01,0.05
NECTARINE,,Fruits,octyl acetate,Esters,,
NECTARINE,,Fruits,ethyl propanoate,Esters,,
NECTARINE,,Fruits,ethyl 2-methylpropanoate (=ethyl isobutyrate),Esters,,
NECTARINE,,Fruits,methyl butanoate,Esters,,
NECTARINE,,Fruits,ethyl butanoate,Esters,,
NECTARINE,,Fruits,hexyl butanoate,Esters,,
NECTARINE,,Fruits,(Z)-3-hexenyl butanoate,Esters,,
NECTARINE,,Fruits,methyl 3-methylbutanoate (=methyl isovalerate),Esters,,
NECTARINE,,Fruits,hexyl 3-methylbutanoate (=hexyl isovalerate),Esters,,
NECTARINE,,Fruits,(Z)-3-hexenyl 3-methylbutanoate,Esters,,
