Product,Product Category,Product Group,Compound,Compound Group,Quantity Lower Bound,Quantity Upper Bound
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,limonene,Hydrocarbons,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,2-hexanol,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,3-hexanol,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,linalool,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,"p-cymen-8-ol (=α,α,p-trimethyl-benzyl alcohol)",Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,"decahydro-α,α,4a,8-tetramethyldidehydro-2-naphthalenemethanol (unkn.str.)",Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,menthol,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,α-terpineol,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,4-terpineol (=terpinen-4-ol),Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,δ-cadinol (=torreyol),Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,hedycaryol,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,guaiol,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,ledol,Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,patchoulol (=patchouli alcohol),Alcohols,,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,hexanal (=capronaldehyde),"Carbonyls, aldehydes",,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,2-hexenal,"Carbonyls, aldehydes",,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,heptanal,"Carbonyls, aldehydes",,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,2-octenal,"Carbonyls, aldehydes",,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,nonanal (=pelargonaldehyde),"Carbonyls, aldehydes",,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,benzaldehyde,"Carbonyls, aldehydes",,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,2-hydroxybenzaldehyde (=salicylaldehyde),"Carbonyls, aldehydes",,
SWEET GRASS OIL (Hierochloe odorata),,Spices & Condiments,4-methoxybenzaldehyde (=anisaldehyde),"Carbonyls, aldehydes",,
