# ingredient id	compound id	# id_x	Compound name	CAS number	compound_name_norm	# id_y	ingredient name	category	ingredient_name_norm	health_effect
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	2
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	3
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	145
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	275
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	619
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	689
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	925
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	936
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	1041
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	1134
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	1210
1392	906	906	bornyl_acetate	76-49-3	bornyl acetate	1392	abies_alba	plant	abies alba	1311
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	204
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	274
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	502
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	754
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	815
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	936
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	942
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	1118
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	1210
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	1311
1259	861	861	maltol	118-71-8	maltol	1259	abies_alba_pine_needle	plant	abies alba pine needle	1341
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	18
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	40
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	43
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	56
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	145
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	204
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	451
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	480
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	484
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	502
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	619
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	796
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	936
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	940
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	1023
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	1041
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	1055
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	1134
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	1191
1079	673	673	myrcene	123-35-3	myrcene	1079	abies_balsamea_oil	plant derivative	abies balsamea oil	1210
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	2
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	3
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	145
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	275
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	619
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	689
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	925
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	936
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	1041
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	1134
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	1210
22	906	906	bornyl_acetate	76-49-3	bornyl acetate	22	abies_canadensis	plant	abies canadensis	1311
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	2
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	3
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	145
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	275
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	619
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	689
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	925
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	936
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	1041
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	1134
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	1210
103	906	906	bornyl_acetate	76-49-3	bornyl acetate	103	abies_concolor	plant	abies concolor	1311
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	2
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	3
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	145
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	275
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	619
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	689
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	925
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	936
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	1041
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	1134
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	1210
1005	906	906	bornyl_acetate	76-49-3	bornyl acetate	1005	abies_sibirica	plant	abies sibirica	1311
1005	278	278	isoborneol	124-76-5	isoborneol	1005	abies_sibirica	plant	abies sibirica	329
1005	278	278	isoborneol	124-76-5	isoborneol	1005	abies_sibirica	plant	abies sibirica	689
1005	278	278	isoborneol	124-76-5	isoborneol	1005	abies_sibirica	plant	abies sibirica	1041
1005	278	278	isoborneol	124-76-5	isoborneol	1005	abies_sibirica	plant	abies sibirica	1119
1005	278	278	isoborneol	124-76-5	isoborneol	1005	abies_sibirica	plant	abies sibirica	1141
1005	278	278	isoborneol	124-76-5	isoborneol	1005	abies_sibirica	plant	abies sibirica	1210
1005	278	278	isoborneol	124-76-5	isoborneol	1005	abies_sibirica	plant	abies sibirica	1311
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	42
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	409
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	502
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	925
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	936
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	1016
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	1041
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	1210
1005	171	171	camphene	79-92-5	camphene	1005	abies_sibirica	plant	abies sibirica	1320
371	387	387	(e)-2-hexenyl_hexanoate	53398-86-0	e 2 hexenyl hexanoate	371	acacia	plant	acacia	
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	16
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	43
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	56
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	62
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	94
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	128
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	145
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	204
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	248
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	272
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	275
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	295
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	329
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	370
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	380
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	441
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	451
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	481
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	502
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	550
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	567
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	572
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	591
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	603
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	619
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	627
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	651
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	659
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	672
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	676
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	689
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	703
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	748
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	754
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	756
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	762
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	774
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	801
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	812
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	840
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	841
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	855
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	859
371	165	165	eugenol	97-53-0	eugenol	371	acacia	plant	acacia	875
